title,category,tags,description,image,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large
Andy and the Band - Songs: Aliens In The House,Signed,"BBC, iPlayer, TV, Andy and the Band, Songs: Aliens In The House",Andy and the Band panic. There might be visitors from outer space lying in wait for them!,https://ichef.bbci.co.uk/images/ic/1200x675/p08jcggx.jpg,2 mins,96,14 Jul 2020,Andy and the Band panic. There might be visitors from outer space lying in wait for them!,Andy and the Band panic. There might be visitors from outer space lying in wait for them!,No data found
Loop - Shorts: Making Accessible Art for Those with Dementia,Arts,"BBC, iPlayer, TV, Loop, Shorts: Making Accessible Art for Those with Dementia",A look at why access to arts is important for those living with dementia.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bjkjxh.jpg,5 mins,272,25 Jan 2022,A look at why access to arts is important for those living with dementia.,"The story of Capital Theatres’ radio play When the Sun Meets the Sky, and how it was tailored to those living with dementia.","When the pandemic put a halt to live theatre, the team at Capital Theatres wanted to come up with a way to provide access to the arts remotely to people with dementia, and so When the Sun Meets the Sky was born. A mystery story shaped by anecdotes from people living with dementia in Edinburgh and the Lothians, the play was specially adapted to be accessible to those at different stages of their diagnosis.Loop hears from producer Dawn Irvine and Willy Gilder, a 68-year-old living in South Queensferry who was diagnosed with Alzheimer’s disease in 2021, both of whom strongly believe that taking part in arts and culture is important to the growing community of those living with dementia."
Blown,Arts,"BBC, iPlayer, TV, Blown",A dance film by Corey Baker to coincide with COP26 and inspired by renewable energy.,https://ichef.bbci.co.uk/images/ic/1200x675/p0b06cpg.jpg,3 mins,194,25 Oct 2021,A dance film by Corey Baker to coincide with COP26 and inspired by renewable energy.,A powerful and striking dance film choreographed and directed by Corey Baker to coincide with the upcoming global climate conference COP26.,"A powerful and striking dance film choreographed and directed by Corey Baker. To coincide with the global climate conference COP26 coming to Glasgow, this film captures movement inspired by renewable energy and the power of the wind, showcasing the dramatic land and seascapes of Scotland."
Searching for Sam: Adrian Dunbar on Samuel Beckett,Arts,"BBC, iPlayer, TV, Searching for Sam: Adrian Dunbar on Samuel Beckett",Adrian Dunbar explores what made the man who made Waiting for Godot. ,https://ichef.bbci.co.uk/images/ic/1200x675/p07x4chg.jpg,58 mins,3480,22 Dec 2019,Adrian Dunbar explores what made the man who made Waiting for Godot.,"Samuel Beckett has fascinated Adrian Dunbar since he was a young student. Now, 30 years after Beckett's death in Paris, Dunbar explores what made the man who made Waiting for Godot.",No data found
Mrs Brown's Boys,From the Archives,"BBC, iPlayer, TV, Mrs Browns Boys, Series 3: 6. Mammy Swings",Wedding mania descends as the Browns prepare for Rory and Dinos big day.,https://ichef.bbci.co.uk/images/ic/1200x675/p07wsk33.jpg,29 mins,1742,9:30pm 4 Feb 2013,Wedding mania descends as the Browns prepare for Rory and Dino's big day.,Sitcom. Wedding mania descends as the Browns prepare for Rory and Dino's big day. Agnes looks forward to the wedding until she meets their wedding planner.,"Wedding mania descends on the Brown household as the family prepare for Rory and Dino's big day. Agnes looks forward to the wedding until she meets their overbearing celebrity wedding planner La La Doggy. Meanwhile, Agnes gets more than she bargained for when she agrees to entertain Cathy's boyfriend's parents."
The Mighty Boosh,From the Archives,"BBC, iPlayer, TV, The Mighty Boosh, Series 3: 3. The Power of the Crimp",Surreal sitcom. The boys try to regain popularity with the invention of a new music craze.,https://ichef.bbci.co.uk/images/ic/1200x675/p06yct9k.jpg,29 mins,1725,10:30pm 29 Nov 2007,Surreal sitcom. The boys try to regain popularity with the invention of a new music craze.,"Surreal comedy about two bandmates who work in a trendy second hand boutique. When imitators Flighty Zeus steal their thunder, the boys unleash the 'Crimp'.","Surreal sitcom about a jazz fan, a fashion victim, a mystic and their gorilla friend. Vince and Howard are distraught to learn they've had their style stolen by the Flighty Zeus. As the Flighty Zeus's popularity rages among the kids, the Boosh find themselves increasingly pushed out. The boys hope to regain their popularity with the invention of a new craze, crimping, but with a massive face-off planned at the Velvet Onion, will crimping be enough to win back their reputation?"
The Fall,From the Archives,"BBC, iPlayer, TV, The Fall, Series 2: Episode 1",Gibson continues her hunt for the killer.,https://ichef.bbci.co.uk/images/ic/1200x675/p02b586g.jpg,59 mins,3557,9pm 13 Nov 2014,Gibson continues her hunt for the killer.,"Crime drama series set in Northern Ireland. DSI Stella Gibson continues her challenging hunt for Paul Spector, the killer who hides in plain sight.","Gillian Anderson and Jamie Dornan return in the highly anticipated second series of The Fall.  DSI Stella Gibson continues her challenging hunt for Paul Spector, the killer who hides in plain sight."
Life on Mars,From the Archives,"BBC, iPlayer, TV, Life on Mars, Series 2: Episode 6","As heroin hits the streets of Manchester, CID want culprits for the smuggling and dealing.",https://ichef.bbci.co.uk/images/ic/1200x675/p07lgdt6.jpg,57 mins,3448,9pm 27 Mar 2007,"As heroin hits the streets of Manchester, CID want culprits for the smuggling and dealing.","Drama series about a detective who wakes up in what seems to be 1973. As heroin hits the streets of Manchester, CID want culprits for the smuggling, dealing and ensuing violence.","Drama series about Sam Tyler, a detective who suffers a near-fatal car crash and wakes up in what seems to be 1973.As heroin hits the streets of Manchester for the first time, CID and DCI Hunt want culprits for the smuggling, the dealing and ensuing violence. As Sam tries to get to the source of the influx of this deadly drug, he finds himself intractably drawn to a beautiful young woman who was witness to a heroin-related shooting."
15 Storeys High,From the Archives,"BBC, iPlayer, TV, 15 Storeys High, Series 1: 5. Pool Kids","After ejecting a troublesome child from the pool, Vince is targeted by the local gang.",https://ichef.bbci.co.uk/images/ic/1200x675/p09tpbm8.jpg,29 mins,1762,10:30pm 5 Dec 2002,"After ejecting a troublesome child from the pool, Vince is targeted by the local gang.","Sitcom about life in a tower block. After ejecting a troublesome child from the pool where he works, Vince is targeted by the local gang.","Sitcom about life in a tower block. After ejecting a troublesome child from the swimming pool where he works, Vince is targeted by the local gang, who will stop at nothing in their quest to destroy him. Well - almost nothing."
Bad Education,From the Archives,"BBC, iPlayer, TV, Bad Education, Series 3: 6. The Finale",Alfie realises he cant go on teaching without his beloved class and quits Abbey Grove.,https://ichef.bbci.co.uk/images/ic/1200x675/p028nmdv.jpg,29 mins,1718,10pm 21 Oct 2014,Alfie realises he can't go on teaching without his beloved class and quits Abbey Grove.,"School-based sitcom. It is careers advice day for Form K, but Alfie makes a big decision when he realises he cannot go on teaching without his beloved class and quits.","With exams over it's careers advice day for Form K, but it is Alfie who makes the biggest decision of all when he realises he can't go on teaching without his beloved class and quits Abbey Grove. Fraser is devastated to lose his best friend and takes the news badly. Alfie reveals he has landed himself a job at the Playstation factory and cannot be tempted back despite Gulliver and his class begging him to return. But will the truth about Alfie's new job be exposed and will they manage to convince him to return to Abbey Grove? And who will be crowned prom king and queen?"
Bodies,From the Archives,"BBC, iPlayer, TV, Bodies, Series 2: Episode 6",Whitman fears what will happen when the hospitals new High Risk Pregnancy Unit opens.,https://ichef.bbci.co.uk/images/ic/1200x675/p075jy1p.jpg,58 mins,3469,29 Oct 2005,Whitman fears what will happen when the hospital's new High Risk Pregnancy Unit opens.,"Darkly comic hospital drama series. Whitman fears what will happen when the hospital's new High Risk Pregnancy Unit opens, bringing with it the most difficult births in the region.","Whitman describes any medical procedure performed by Roger Hurley as high risk, so what will happen when the hospital's new High Risk Pregnancy Unit opens and brings with it the most difficult births in the whole region? Rob and Polly become rivals when a new position on the Unit is announced. Donna finally accepts that her marriage is over."
Absolutely Fabulous,From the Archives,"BBC, iPlayer, TV, Absolutely Fabulous, Series 1: 4. Iso Tank",Edina tries out the latest in experience - the immersion tank.,https://ichef.bbci.co.uk/images/ic/1200x675/p07p813k.jpg,27 mins,1649,9:05pm 3 Dec 1992,Edina tries out the latest 'in' experience - the immersion tank.,"Edina tries out the latest 'in' experience: the immersion tank. In a bizarre string of events, she also attends an open day at Saffron's school and adopts some Romanian babies.","Edina tries out the latest  ""in"" experience: the immersion tank. It's just the first in a string of bizarre events - she also attends an open day at Saffron's school and adopts some Romanian babies."
Torchwood,From the Archives,"BBC, iPlayer, TV, Torchwood, Series 2: 13. Exit Wounds",Captain John returns to have his revenge and takes Captain Jack prisoner.,https://ichef.bbci.co.uk/images/ic/1200x675/p0832xn6.jpg,48 mins,2899,9pm 4 Apr 2008,Captain John returns to have his revenge and takes Captain Jack prisoner.,"Science-fiction crime drama series set in Cardiff. Captain John returns to have his revenge. Taking Captain Jack prisoner, he sends him back in time for a reunion.","Science-fiction crime drama series set in Cardiff. Captain John returns to have his revenge. Taking Captain Jack prisoner, he sends him back in time for a long overdue reunion. Meanwhile, Cardiff is flooded with Weevils. Who is Captain John really working for?"
Peaky Blinders,From the Archives,"BBC, iPlayer, TV, Peaky Blinders, Series 2: Episode 4",Arthur spearheads a ferocious takeover of Londons Eden Club.,https://ichef.bbci.co.uk/images/ic/1200x675/p02b1798.jpg,59 mins,3516,9pm 23 Oct 2014,Arthur spearheads a ferocious takeover of London's Eden Club.,"Period crime drama set in Birmingham. Tommy finds out exactly what mission Major Campbell is forcing him to undertake, while Polly's son Michael is welcomed into the business.","Tommy finds out exactly what mission Major Campbell is forcing him to undertake. Arthur spearheads a ferocious takeover of London's Eden Club. Meanwhile, Polly's son Michael is welcomed into the business and quickly experiences the dark side of the Peaky Blinders."
Luther,From the Archives,"BBC, iPlayer, TV, Luther, Series 1: Episode 4","When a serial killer goes on the rampage, Luther must delve inside the murderers mind.",https://ichef.bbci.co.uk/images/ic/1200x675/p06p5jp2.jpg,59 mins,3541,25 May 2010,"When a serial killer goes on the rampage, Luther must delve inside the murderer's mind.","Crime drama series. When three girls are found murdered, Luther is forced to put personal matters aside and delve into the mind of the killer.","When a serial killer goes on the rampage, Luther must put his personal life aside and delve inside the murderer's mind to discover what is driving him to kill so many girls, and why."
Little Britain,From the Archives,"BBC, iPlayer, TV, Little Britain, Series 1: Episode 5","Andy wants a snake, and unscrupulous hypnotist Kenny Craig has some videos for sale.",https://ichef.bbci.co.uk/images/ic/1200x675/p03j410f.jpg,28 mins,1698,14 Oct 2003,"Andy wants a snake, and unscrupulous hypnotist Kenny Craig has some videos for sale.","Matt Lucas and David Walliams take a comic look at life in Britain. Andy wants a snake, and unscrupulous hypnotist Kenny Craig has some videos for sale.","Matt Lucas and David Walliams take a comic look at life in Britain. Andy wants a snake, and unscrupulous hypnotist Kenny Craig has some videos for sale."
The Bridge,From the Archives,"BBC, iPlayer, TV, The Bridge, Series 1: Episode 2",The killer uses a journalist to act as middle man to communicate with the outside world.,https://ichef.bbci.co.uk/images/ic/1200x675/p08mydy8.jpg,58 mins,3487,21 Apr 2012,The killer uses a journalist to act as middle man to communicate with the outside world.,Scandinavian crime drama serial. The murderer makes his presence known and chooses tabloid journalist Daniel Ferbe to act as middle man to communicate with the outside world.,"The murderer makes his presence known and chooses sharp-witted tabloid journalist Daniel Ferbe to act as middle man to communicate with the outside world. The murder on the bridge was only the beginning, and the purpose of that heinous act was to draw attention to the unpleasant truths and problems in society that most turn a blind eye to, the first one being that 'we are not all equal before the law'. Saga and Martin now realise they are dealing with a ruthless killer. In Swedish and Danish with English subtitles."
Jonathan Creek,From the Archives,"BBC, iPlayer, TV, Jonathan Creek, Series 5: 2. The Sinner and the Sandman",A retired local psychic inadvertently makes the most amazing prediction of his career.,https://ichef.bbci.co.uk/images/ic/1200x675/p01t1tg4.jpg,58 mins,3492,9pm 7 Mar 2014,A retired local psychic inadvertently makes the most amazing prediction of his career.,"A retired local psychic inadvertently makes the most amazing and impossible prediction of his career, in this episode of the offbeat mystery drama series.","A retired local psychic inadvertently makes the most amazing and impossible prediction of his career. As Jonathan and Polly struggle to settle into rural life, they find their apparently serene country village is riddled with all manner of strange and disturbing undercurrents.Trouble is already brewing in the nearby community centre - recently reopened after a major facelift - where a sordid sex scandal is about to break, casting a pall of gloom over the celebrations.And at the vicarage, the arrival of a new baby is overshadowed by tales of a strange hump-backed beast that has been seen prowling in the garden by night and foraging through the rubbish bags for foodstuffs.Even the Creek residence is struck by misfortune, as the prospect of a plague of deadly Japanese knotweed threatens to trigger wide-scale panic throughout the village. And after a whole slew of other unfortunate events, there are fears that some strange parochial apocalypse is about to dawn.Jonathan Creek, meanwhile, finds himself paying a charitable call on the eccentric Mr Eric Ipswich - AKA 'The Amazing Astrodamus' - an ancient and reclusive former psychic magician who will shortly bring the village to a standstill by pulling off the most baffling act of clairvoyance in history.And what is behind the macabre recurring dream that continues to haunt Creek's wife Polly, in which the kindly children's nursery character the Sandman is transformed into a dark and chilling figure of evil?"
Him & Her,From the Archives,"BBC, iPlayer, TV, Him & Her, Series 3: 1. The Ring",Beckys got a hangover and Steve hides a special surprise from her.,https://ichef.bbci.co.uk/images/ic/1200x675/p07jlgw7.jpg,27 mins,1625,10pm 18 Nov 2012,Becky's got a hangover and Steve hides a special surprise from her.,Comedy series about a 20-something couple. Becky's got a hangover and Steve hides a special surprise from her as they both avoid going to the park with Laura and Paul.,No data found
Harper's Island,From the Archives,"BBC, iPlayer, TV, Harpers Island, Series 1: 7. Thrack, Splat, Sizzle",Family histories hold clues to the mystery of torments past and present.,https://ichef.bbci.co.uk/images/ic/1200x675/p08kflrl.jpg,39 mins,2357,27 Sep 2009,Family histories hold clues to the mystery of torments past and present.,"Glossy, grisly murder mystery serial. Family histories hold clues to the mystery of torments past and present, but is the sheriff chasing the wrong suspect?","There are murderous revelations from seven years earlier. Family histories hold clues to the mystery of torments past and present, but is the sheriff chasing the wrong suspect?"
The Thin Blue Line,From the Archives,"BBC, iPlayer, TV, The Thin Blue Line, Series 1: 2. Fire and Terror",Constable Habib falls in love with a fireman.,https://ichef.bbci.co.uk/images/ic/1200x675/p09sktwk.jpg,29 mins,1723,8:30pm 20 Nov 1995,Constable Habib falls in love with a fireman.,Constable Habib falls in love with a fireman and PC Goody is jealous. DI Grim is onto 'the big case' and Inspector Fowler is plagued by a hoaxer,No data found
Line of Duty,From the Archives,"BBC, iPlayer, TV, Line of Duty, Series 5: Episode 2",A fresh police leak enables another audacious raid.,https://ichef.bbci.co.uk/images/ic/1200x675/p075988b.jpg,58 mins,3466,9pm 7 Apr 2019,A fresh police leak enables another audacious raid.,"A fresh police leak enables another audacious raid, while Steve’s attempts to gather information put him in a dangerous situation.","Kate and Steve attempt to track down a lead. A fresh police leak enables another audacious raid, while Steve’s attempts to gather information put him in a dangerous situation."
Last Tango in Halifax,From the Archives,"BBC, iPlayer, TV, Last Tango in Halifax, Series 2: Episode 1","As Alan and Celia seize the day, Gillian finds herself spiralling into a dark place.",https://ichef.bbci.co.uk/images/ic/1200x675/p081q94w.jpg,58 mins,3494,9pm 19 Nov 2013,"As Alan and Celia seize the day, Gillian finds herself spiralling into a dark place.","Romantic comedy drama. As Alan and Celia seize the day, Gillian finds herself spiralling into a dark place as skeletons surface. Caroline makes a bold decision involving Kate.","As Alan and Celia seize the day, Gillian finds herself spiralling into a dark place as skeletons surface. Caroline's fractious relationship with John leads her to rethink living arrangements as she makes a bold decision involving Kate."
Our Girl,From the Archives,"BBC, iPlayer, TV, Our Girl, Series 4: Episode 5","As concern for Georgie’s mental health intensifies, she makes a shocking discovery.",https://ichef.bbci.co.uk/images/ic/1200x675/p089gk7t.jpg,57 mins,3449,9pm 21 Apr 2020,"As concern for Georgie’s mental health intensifies, she makes a shocking discovery.","Georgie fears her army career is over after painful sessions with the psychiatrist. So when she makes a shocking discovery about Omar, will she do the right thing?","Georgie fears her army career is over after painful sessions with the psychiatrist. So when she makes a shocking discovery about Omar, will she do the right thing?Meanwhile, Mimi explodes at Cheese’s teasing, Antonio’s motives are called into question, and Monk and Throbber are brought closer by a canine companion."
Bates Motel,From the Archives,"BBC, iPlayer, TV, Bates Motel, Series 3: 5. The Deal",Norma makes Bob a business proposition.,https://ichef.bbci.co.uk/images/ic/1200x675/p096h1c6.jpg,41 mins,2434,2015,Norma makes Bob a business proposition.,"After a breakthrough with the USB drive, Norma has a proposition for Bob Paris, with some help from Romero. Dylan finally manages to have a conversation with Norma about Caleb.",No data found
Miranda,From the Archives,"BBC, iPlayer, TV, Miranda, Series 1: 4. Holiday","Being young, free and single, Miranda books herself a holiday - in a hotel over the road.",https://ichef.bbci.co.uk/images/ic/1200x675/p05rrgr8.jpg,30 mins,1800,30 Nov 2009,"Being young, free and single, Miranda books herself a holiday - in a hotel over the road.",Sitcom. Miranda treats herself to a holiday - in the hotel across the road. She enjoys her stay and even makes new friends with porter Jason and conference organiser Colin.,"Miranda knows she is not exactly cool, but being young, free and single has its advantages, like jetting off to Thailand on holiday for a few days. Although when it comes down to it, she would rather not bother with the hassle of going quite so far, so she books herself into a hotel across the road instead.She thoroughly enjoys the hotel, and even makes new friends with helpful porter Jason and conference organiser Colin. As her stay goes on, she literally becomes a new woman."
Rhod Gilbert's Work Experience,From the Archives,"BBC, iPlayer, TV, Rhod Gilberts Work Experience, Series 9: 1. Care Worker",Rhod Gilbert takes on one of his toughest challenges yet - being a carer.,https://ichef.bbci.co.uk/images/ic/1200x675/p089n3mk.jpg,29 mins,1733,17 Apr 2020,Rhod Gilbert takes on one of his toughest challenges yet - being a carer.,"Filmed before the coronavirus crisis, Rhod Gilbert takes on one of his toughest challenges yet - being a carer. Even in more ordinary times, the work of carers is so valuable, if not always valued.","Filmed before the coronavirus crisis, Rhod Gilbert takes on one of his toughest challenges yet - being a carer. He discovers that, even in more ordinary times, the work of carers is so valuable, if not always valued.It is an emotional journey for Rhod, but he finds that simply getting to know the people he is caring for is the key and there are plenty of laughs along the way. As well as the challenge of doing intimate personal care, he is nearly drowned by an octogenarian in a swimming pool and is upstaged for bawdy humour by a poet with Parkinson’s. Rhod’s final task is to stage a talent show in a nursing home, and by the end there’s not a dry eye in the house."
The Catherine Tate Show,From the Archives,"BBC, iPlayer, TV, The Catherine Tate Show, Series 3: Episode 2","Lauren battles Kelly for Ryans favour, and 1950s landlady Ma Willow makes an appearance.",https://ichef.bbci.co.uk/images/ic/1200x675/p08trjtq.jpg,28 mins,1686,9pm 2 Nov 2006,"Lauren battles Kelly for Ryan's favour, and 1950s landlady Ma Willow makes an appearance.","Comedy sketch series co-written and performed by the versatile comedy actress. Lauren battles Kelly for Ryan's favour, and 1950s landlady Ma Willow makes an appearance.","Award-winning comedy sketch series co-written and performed by the versatile comedy actress. Lauren battles Kelly for Ryan's favour, and 1950s landlady Ma Willow makes an appearance."
Some Girls,From the Archives,"BBC, iPlayer, TV, Some Girls, Series 3: Episode 4",Greenshoots Academy is shortlisted to feature in a television documentary series.,https://ichef.bbci.co.uk/images/ic/1200x675/p02cfj2q.jpg,29 mins,1710,10pm 8 Dec 2014,Greenshoots Academy is shortlisted to feature in a television documentary series.,"Comedy series about a group of teenage girls. Viva tries to mend Amber and her sister Topaz's relationship, but regrets interfering when she realises what Topaz is really like.","The girls are back for their final term at Greenshoots Academy and it's time to knuckle down to some hard work, except other much more important stuff keeps getting in the way - like going to a music festival, football trials, babies, preparing for prom and some seriously complicated romances with a string of new boys. As ever Viva has firm ideas about her future, but she can't resist interfering in Rocky's career plans too. Holli is saving for a secret project and needs help from her three friends to make it happen. Amber still needs to find out where she stands with Brandon and Saz continues her quest to find a boy who doesn't think she's weird.Greenshoots Academy has been shortlisted to feature in a television documentary series. Unfortunately, head teacher Mr Jefferies is having traumatic personal problems so Holli tries to help. Viva attempts to mend the relationship between Amber and her sister Topaz, but regrets interfering when she realises what Topaz is really like."
Ashes to Ashes,From the Archives,"BBC, iPlayer, TV, Ashes to Ashes, Series 2: Episode 7",What looks like a simple drugs-drop at a building site turns into a murder case.,https://ichef.bbci.co.uk/images/ic/1200x675/p074qps6.jpg,59 mins,3541,9pm 1 Jun 2009,What looks like a simple drugs-drop at a building site turns into a murder case.,Police drama set in the 1980s. What looks like a simple drugs-drop at a building site turns into a murder case. And Alex is haunted by thoughts of her parents' death.,"Police drama set in the 1980s.What looks like a simple drugs-drop at a building site turns into a murder case when CID find a body buried in concrete. The site owner, Michael Lafferty, is working on major redevelopments to the London Docklands, and is resistant to having CID trampling on his turf. Many believe Lafferty is crooked - among them an eager young PC who thinks he's paying off his superior officers, plus several of the Polish workers he exploits.All the while Alex is waiting, convinced she's recovering in the hospital and will wake up soon. However, the case begins to clash with her desire to get home and, when something occurs that shatters her view of how this world works, she is haunted by thoughts of her parents' death and whether she could have prevented it. Desperate to get out of this increasingly confusing place, Alex is pushed to the limit. Just how far will she go to carve a path back home, and will she ever be able to share it with Gene?"
Cutting It,From the Archives,"BBC, iPlayer, TV, Cutting It, Series 2: Episode 4","Sydney, Gavins nail technician, is jealous when her daughter enters a singing contest.",https://ichef.bbci.co.uk/images/ic/1200x675/p08h46hh.jpg,59 mins,3542,9pm 27 May 2003,"Sydney, Gavin's nail technician, is jealous when her daughter enters a singing contest.","Drama series about rival hairdressers in Manchester. Sydney, Gavin's flamboyant nail technician, is jealous when her daughter enters the Poptartz singing competition.","Sydney, Gavin's flamboyant nail technician, is jealous when her daughter Calypso enters the Poptartz singing competition. She is determined to stop her daughter becoming a star, until she bumps into an old flame at the auditions."
The Killing,From the Archives,"BBC, iPlayer, TV, The Killing, Series 1: Episode 4",Sarah and Jan discover clues in the school basement. Troelss career hangs in the balance.,https://ichef.bbci.co.uk/images/ic/1200x675/p09dskng.jpg,58 mins,3466,29 Jan 2011,Sarah and Jan discover clues in the school basement. Troels's career hangs in the balance.,Danish crime thriller. Sarah and Jan discover clues in the basement of the victim's school and the police pathologist has some shocking news for Sarah.,"Sarah and Jan discover clues in the basement of the victim's school and the police pathologist has some shocking news for Sarah. Following the leaking of confidential information to the press, the atmosphere in Troels Hartmann's office is one of suspicion as his political career could be hanging in the balance."
Hustle,From the Archives,"BBC, iPlayer, TV, Hustle, Series 4: Episode 6",The team fly out to Las Vegas when they find out Albert has been beaten up by mafia boss.,https://ichef.bbci.co.uk/images/ic/1200x675/p07ltkg9.jpg,57 mins,3399,9pm 7 Jun 2007,The team fly out to Las Vegas when they find out Albert has been beaten up by mafia boss.,"Drama series about a team of con artists. The team head for Las Vegas when they hear Albert has been beaten by a mafia don, and try to fleece his casino of $5m.","Drama series about a team of con artists. The team fly out to Las Vegas when they find out Albert has been beaten up by mafia boss, Johnny Maranzano. The revenge is the apple of Johnny's eye - the Big Daddy fruit machine with its $5m jackpot. Can they find a way of robbing a casino that never closes and is under 24/7 security without getting caught or even killed?"
Dog Loves Books,Signed,"BBC, iPlayer, TV, Dog Loves Books, Series 1: 26. Dog Loves Pyramids",Dog and Pug find Granny Pug by a pyramid. ,https://ichef.bbci.co.uk/images/ic/1200x675/p08m7nqr.jpg,7 mins,420,9:15am 10 Aug 2020,Dog and Pug find Granny Pug by a pyramid.,Dog and Pug find Granny Pug by a pyramid. But they disturb two ancient Egyptian gods in the form of a cat and a dog.,"Dog and Pug find Granny Pug by a pyramid. Unfortunately, they disturb two ancient Egyptian gods in the form of a cat and a dog. The gods try to chase our trio from the pyramid but Dog learns how to talk in hieroglyphics and they all become friends."
My Family,From the Archives,"BBC, iPlayer, TV, My Family, Series 3: 6. The Second Greatest Story Ever Told",Susans feathers are ruffled when Nick lands the part of Jesus in an amateur production.,https://ichef.bbci.co.uk/images/ic/1200x675/p087f91l.jpg,28 mins,1691,8pm 10 Oct 2002,Susan's feathers are ruffled when Nick lands the part of Jesus in an amateur production.,"Nick lands the part of Jesus in an amateur production, leaving Susan to play the rather less demanding part of Shepherd Number Two.","Susan's feathers are ruffled when Nick lands the plum part of Jesus in an amateur theatrical production, leaving Susan to play the rather less demanding part of Shepherd Number Two. Ben, meanwhile, has an extremely painful toothache to contend with, and is wary of entrusting his dental needs to any other dentist."
Death in Paradise,From the Archives,"BBC, iPlayer, TV, Death in Paradise, Series 5: Episode 7",A marine salvage hunter is killed - but the main suspect has a solid alibi.,https://ichef.bbci.co.uk/images/ic/1200x675/p03j0ftk.jpg,59 mins,3539,9pm 18 Feb 2016,A marine salvage hunter is killed - but the main suspect has a solid alibi.,"Detective drama series. When a marine salvage hunter is killed, the evidence seems to point to one man. The trouble for the team is that the suspect has a solid alibi.","When a marine salvage hunter is killed, the evidence seems to point to one man. It would be an open-and-shut case for the team if it wasn't for the suspect's solid alibi.Meanwhile, it is JP's stag do - and with Dwayne as best man, what could possibly go wrong?"
Gossip Girl 2007-12,From the Archives,"BBC, iPlayer, TV, Gossip Girl (2007-12), Series 3: 11. The Treasure of Serena Madre",Blair suspects that her mother has been keeping a big secret from her.,https://ichef.bbci.co.uk/images/ic/1200x675/p09rrfsz.jpg,40 mins,2419,2009,Blair suspects that her mother has been keeping a big secret from her.,"Blair suspects that her mother has been keeping a big secret from her, but it turns out to be something else entirely.","Blair suspects that her mother has been keeping a big secret from her, but it turns out to be something else entirely. Vanessa is supposed to spend Thanksgiving with her parents, but has a fight with her mum and shows up on Dan's doorstep.Meanwhile, Rufus learns that Lily has been lying to him about her mother, Cece, and about her whereabouts during the summer."
dinnerladies,From the Archives,"BBC, iPlayer, TV, dinnerladies, Series 2: 2. Trouble",Jean is taking the departure of her husband with a Welsh dental hygienist badly.,https://ichef.bbci.co.uk/images/ic/1200x675/p0b28ppn.jpg,29 mins,1711,9:30pm 2 Dec 1999,Jean is taking the departure of her husband with a Welsh dental hygienist badly.,Jean is taking the departure of her husband with a Welsh dental hygienist badly. Tony's thinking of asking Bren to Marbella.,No data found
Citizen Khan,From the Archives,"BBC, iPlayer, TV, Citizen Khan, Series 1: Episode 6","When Mrs Khan suggests inviting the Parvez family to the wedding, Mr Khan has a dilemma.",https://ichef.bbci.co.uk/images/ic/1200x675/p024m36s.jpg,28 mins,1683,10:35pm 1 Oct 2012,"When Mrs Khan suggests inviting the Parvez family to the wedding, Mr Khan has a dilemma.","Family sitcom. When Mrs Khan suggests inviting the Parvez family to the wedding, Mr Khan is faced with an important decision. On top of that, it is the Khans' wedding anniversary.","The Khans have a spare invite for the wedding. For Mr Khan, the fewer the guests the better, which is why he believes in inviting only influential people like Councillor Javed. So when Mrs Khan suggests inviting the Parvez family, Mr Khan is faced with an important decision. On top of it all, it happens to also be the Khans' wedding anniversary."
Porridge,From the Archives,"BBC, iPlayer, TV, Porridge, Series 2: 2. Heartbreak Hotel",The problems of an anxious father and a first offender are solved in the waiting room.,https://ichef.bbci.co.uk/images/ic/1200x675/p07dlr7b.jpg,29 mins,1734,31 Oct 1975,The problems of an anxious father and a first offender are solved in the waiting room.,Classic prison comedy. The problems of an anxious father and a pining first offender are solved in the prison waiting room.,Classic comedy series about the inmates of HM Slade Prison. The problems of an anxious father and a pining first offender are solved in the prison waiting room.
Merlin,From the Archives,"BBC, iPlayer, TV, Merlin, Series 4: 5. His Fathers Son","For the first time since his coronation, Arthur finds out what its really like to be King",https://ichef.bbci.co.uk/images/ic/1200x675/p07xc6c2.jpg,43 mins,2567,29 Oct 2011,"For the first time since his coronation, Arthur finds out what it's really like to be King","Fantasy drama series. Arthur faces his first test as King when he incurs the wrath of the formidable Queen Annis, with thousands of lives hanging in the balance.","Arthur faces his first true test as King when he incurs the wrath of the formidable Queen Annis. With the lives of thousands hanging in the balance, Arthur must find the strength to be his own man and become the leader Camelot so desperately needs."
Waking the Dead,From the Archives,"BBC, iPlayer, TV, Waking the Dead, Series 5: 4. Black Run - Part 2",Boyd is suspended following a hit and run offence whilst under the influence.,https://ichef.bbci.co.uk/images/ic/1200x675/p0872ztj.jpg,59 mins,3539,26 Jun 2005,Boyd is suspended following a hit and run offence whilst under the influence.,"Suspended following a hit and run offence, Boyd is tormented by the possibility that he has made a grave error. He is forced to delve into his past and examine his conscience.","Suspended following a hit and run offence, Boyd is tormented by the possibility that he has made a grave error. He is forced to delve into his past and examine his conscience."
